"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","Taxon","Density_IndPerL","MeanLength_mm","MeanWeight_ug","Biomass_ugL","Flag_MeanLength_mm","Flag_MeanWeight_ug","Flag_Biomass_ugL"
"BVR",50,2021-06-16 12:20:00,10,0.1,1,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:20:00,10,0.1,1,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:20:00,10,0.1,1,"Tow","Trichocerca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:20:00,10,0.1,1,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:20:00,10,0.1,1,"Tow","Nauplius",3065.59068899342,0.187894736842105,62.7500832231633,2787.91407047089,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Bosmina",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Calanoida",133.286551695366,0.140350877192982,2.38874778433303,106.129318347899,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Ceriodaphnia",44.428850565122,0.336842105263158,0.576117463802755,25.5962367072497,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Cladocera",444.28850565122,0.770760233918129,31.5739342358242,1402.79360591642,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Conochiloides",266.573103390732,0.13859649122807,0.485474850561307,21.5690895887132,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Conochilus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Copepoda",3643.16574634,0.221052631578947,54.911708339213,2439.66408407846,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Cyclopoida",1155.15011469317,0.300350877192982,10.5306433877866,467.864381430561,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Daphnia",399.859655086098,0.825,31.3204762669939,1391.53275969472,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Kellicottia",44.428850565122,0.105263157894737,0.00349905233999125,0.155458873533012,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Keratella",710.861609041952,0.115789473684211,0.298063274529815,13.2426086830361,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Lepadella",44.428850565122,0.115789473684211,0.0155241288817612,0.689719202241463,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Rotifera",1199.57896525829,0.136184210526316,2.66572940661904,118.435293453729,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Trichocerca",133.286551695366,0.182456140350877,0.982048695145065,43.6312947242732,0,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:27:00,10,0.1,2,"Tow","Nauplius",2443.58678108171,0.165675057208238,47.1509849404387,2094.86406391707,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Bosmina",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Calanoida",6.7181550973243,0.212631578947368,4.84195818657897,6.50580521443932,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Ceriodaphnia",1.34363101946486,0.347368421052632,0.636189120620102,0.85480343671124,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Cladocera",17.4672032530432,0.640191387559809,23.5987748975238,31.7080459736816,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Conochiloides",12.0926791751837,0.133333333333333,0.582788161539583,0.783052251621481,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Conochilus",2.68726203892972,0.121052631578947,0.0927645429362881,0.124641317395676,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Copepoda",100.772326459864,0.193880048959608,51.747303540349,69.5292822104766,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Cyclopoida",21.4980963114377,0.249392712550607,4.40460466585077,5.91816345751674,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Daphnia",14.7799412141134,0.669473684210526,21.2652055257823,28.5725897797367,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Keratella",32.2471444671566,0.116746411483254,0.45921817386579,0.617019783108083,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Rotifera",47.0270856812701,0.123923444976077,1.40958952404936,1.89396820922542,0,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Trichocerca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:35:00,6.8,0.1,1,"Tow","Nauplius",79.2742301484267,0.169824561403509,51.3097683862994,68.9413964053893,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Bosmina",2.01544652919729,0.210526315789474,0.341505136412391,0.3441426709427,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Calanoida",2.01544652919729,0.163157894736842,1.71669900692494,1.72995752759165,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Ceriodaphnia",3.02316979379593,0.512280701754386,6.48524277337183,6.53533001929703,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Cladocera",22.1699118211702,0.721862348178138,69.5119649700376,70.0488242682729,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Conochiloides",8.06178611678915,0.142857142857143,0.702191156561765,0.707614364662719,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Conochilus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Copepoda",48.3707167007349,0.250071123755334,33.6406664953628,33.9004822639813,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Cyclopoida",17.131295498177,0.310175438596491,7.09661199013098,7.15142100228467,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Daphnia",16.1235722335783,0.810904183535763,59.5400346059868,59.9998780474613,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Diaphanosoma",1.00772326459864,0.526315789473684,0.717917642616209,0.723462310530169,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Keratella",41.3166538485444,0.114285714285714,0.736652489950638,0.742341852047777,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Rotifera",50.3861632299322,0.127272727272727,2.91353894683826,2.93604097904315,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Trichocerca",1.00772326459864,0.2,0.416,0.419212878073036,0,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:42:00,6.8,0.1,2,"Tow","Nauplius",29.2239746733607,0.188421052631579,26.4021658313395,26.6060767440322,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Bosmina",2.76869422192759,0.315789473684211,1.94934503732516,2.69857017069269,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Calanoida",2.76869422192759,0.273684210526316,2.18789936456695,3.02881216441778,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Ceriodaphnia",6.92173555481897,0.435087719298246,9.01055371207081,12.4737339994893,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Cladocera",49.8364959946966,0.588471177944862,70.5760239088374,97.7017148015108,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Collotheca",2.76869422192759,0.121052631578947,0.642216066481995,0.889049956248881,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Conochiloides",4.15304133289138,0.147368421052632,0.25218370024785,0.34910977687027,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Conochilus",38.7617191069862,0.130526315789474,1.67952646158332,2.32504760488012,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Copepoda",67.8330084372259,0.251503759398496,35.711563529846,49.4371998005423,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Cyclopoida",19.3808595534931,0.30622009569378,5.75708403599693,7.96980265280812,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Daphnia",34.6086777740949,0.689473684210526,56.093079304739,77.6522922805784,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Keratella",59.5269257714432,0.115789473684211,0.801045050298878,1.1089244011331,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Polyarthra",1.38434711096379,0.157894736842105,0.110220148709725,0.152582944436307,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Rotifera",106.594727544212,0.126315789473684,5.46635797249356,7.56733686671537,0,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Trichocerca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 12:49:00,6.6,0.1,2,"Tow","Nauplius",47.067801772769,0.203289473684211,32.1456423312713,44.5007270913709,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Bosmina",6.85251819927078,0.217543859649123,0.642987777390714,1.46869514882618,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Calanoida",2.28417273309026,0.147368421052632,0.818443940890311,1.86946733334458,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Ceriodaphnia",11.4208636654513,0.473684210526316,9.57978608399924,21.8818861619086,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Cladocera",66.2410092596176,0.707456140350877,86.9118299789102,198.521632220803,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Conochiloides",29.6942455301734,0.142105263157895,1.00448928415221,2.29442703354183,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Conochilus",31.9784182632636,0.15,1.2580527773728,2.87360985086341,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Copepoda",54.8201455941662,0.237368421052632,18.3024451693181,41.8059462046359,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Cyclopoida",15.9892091316318,0.353383458646617,3.78070834389877,8.6357909109004,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Daphnia",45.6834546618052,0.913684210526316,81.9495470979079,187.186920970137,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Diaphanosoma",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Keratella",95.9352547897909,0.111961722488038,0.711661440178134,1.62555765684664,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Rotifera",157.607918583228,0.130994152046784,3.7644663459202,8.59869138198686,0,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Trichocerca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:36:00,4,0.1,1,"Tow","Nauplius",38.8309364625344,0.174898785425101,15.0009690809534,34.2648045446438,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Bosmina",2.28417273309026,0.4,1.57214968021936,3.59106143189362,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Calanoida",2.28417273309026,0.157894736842105,0.845359990705812,1.93094824041565,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Ceriodaphnia",27.4100727970831,0.499415204678363,27.6876350810911,63.2433410959817,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Cladocera",98.2194275228812,0.644110275689223,108.872057356935,248.68258481015,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Conochiloides",68.5251819927078,0.127368421052632,1.7359008601837,3.96509741217954,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Conochilus",6.85251819927078,0.126315789473684,0.160480536521359,0.366565265713784,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Copepoda",52.535972861076,0.236184210526316,18.0248309046329,41.1718272709251,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Cyclopoida",15.9892091316318,0.309473684210526,2.78916321354567,6.37093056051943,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Daphnia",66.2410092596176,0.798947368421053,85.5975041133519,195.5194849163,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Diaphanosoma",2.28417273309026,0.642105263157895,1.31581780337465,3.0055551481831,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Euchlanis",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Filinia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Gastropus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Hexarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Kellicottia",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Keratella",116.492809387603,0.109473684210526,0.808314681440443,1.8463303551028,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Lecane",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Lepadella",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Monostyla",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Polyarthra",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Pompholyx",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Rotifera",196.438855045762,0.12280701754386,4.64841347135151,10.6177793033906,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Sida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Synchaeta",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Trichocerca",4.56834546618052,0.163157894736842,0.453117947222627,1.03499965991976,0,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Tylotrocha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:46:00,4,0.1,2,"Tow","Nauplius",34.2625909963539,0.150526315789474,12.3819665316942,28.2825503337321,0,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Ascomorpha",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Asplanchna",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Bosmina",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Brachionus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Calanoida",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Ceriodaphnia",0.4,0.507894736842105,27.5024479666182,0.916748265553942,0,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Chydorus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Cladocera",1,0.688070175438596,87.4889933764289,2.91629977921429,0,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Collotheca",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Conochiloides",0.566666666666667,0.14412955465587,1.41206823152063,0.0470689410506877,0,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Conochilus",0,NA,NA,NA,1,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Copepoda",0.633333333333333,0.21671826625387,16.0383838097945,0.534612793659818,0,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Cyclopoida",0.133333333333333,0.27719298245614,1.23730417370975,0.0412434724569916,0,0,0
"BVR",50,2021-06-16 23:52:00,0.1,0.1,1,"Schindler","Daphnia",0.533333333333333,0.867105263157895,59.3839749891839,1.9794658329728,0,0,0
